App,Rating,Installs,Price,"DSLU (days since dec 1, 202)",Reviews,Size,Type,Current Ver,Android Ver,Category,Genres,Content Rating
AdWords Express,4.1,1000000,0,1584,7149,1.10E+07,Free,2.6.158,4.0 and up,BUSINESS,Business,Everyone
Accounting App - Zoho Books,4.5,100000,0,1582,3079,8.5,Free,5.20.7,4.1 and up,BUSINESS,Business,Everyone
Invoice & Time Tracking - Zoho,4.6,100000,0,1582,5800,8.6,Free,5.20.7,4.1 and up,BUSINESS,Business,Everyone
Invoice 2go â€” Professional Invoices and Estimates,4.2,1000000,0,1583,16422,2.80E+07,Free,10.46.2,4.1 and up,BUSINESS,Business,Everyone
Cisco Webex Meetings,4.4,10000000,0,1595,108741,2.80E+07,Free,11.1.0,4.3 and up,BUSINESS,Business,Everyone
ZOOM Cloud Meetings,4.4,10000000,0,1595,31614,3.70E+07,Free,4.1.28165.0716,4.0 and up,BUSINESS,Business,Everyone
ScreenMeet. Easy Phone Meeting,4,100000,0,1715,624,9,Free,1.2.287,5.0 and up,BUSINESS,Business,Everyone
Cisco Webex Teams,4.2,100000,0,1582,1661,4.60E+07,Free,3.0.4651,4.4 and up,BUSINESS,Business,Everyone
Start Meeting,4.1,50000,0,1647,308,1.40E+07,Free,3.1.4.0,4.0.3 and up,BUSINESS,Business,Everyone
ClickMeeting Webinars,3.8,1000000,0,1585,5211,2.60E+07,Free,3.3.0,4.0 and up,BUSINESS,Business,Everyone
BlueJeans for Android,3.9,500000,0,1616,1058,2.30E+07,Free,2.22.397,5.0 and up,BUSINESS,Business,Everyone
Zenefits,4.2,50000,0,1630,296,1.40E+07,Free,3.2.1,4.1 and up,BUSINESS,Business,Everyone
Google Ads,4.3,5000000,0,1585,29313,2.00E+07,Free,1.12.0,4.0.3 and up,BUSINESS,Business,Everyone
FreshBooks Classic,4.1,100000,0,1688,1802,2.60E+07,Free,1.7.14,4.2 and up,BUSINESS,Business,Everyone
Insightly CRM,3.8,100000,0,1603,1383,5.10E+07,Free,3.24.1,5.0 and up,BUSINESS,Business,Everyone
QuickBooks Accounting: Invoicing & Expenses,4.3,1000000,0,1602,23175,4.10E+07,Free,18.7,4.1 and up,BUSINESS,Business,Everyone
HipChat - Chat Built for Teams,3.8,500000,0,1612,5868,2.00E+07,Free,3.19.005,4.1 and up,BUSINESS,Business,Everyone
"MailChimp - Email, Marketing Automation",4.1,500000,0,1590,5448,1.20E+07,Free,4.9.1,5.0 and up,BUSINESS,Business,Everyone
Crew - Free Messaging and Scheduling,4.6,500000,0,1595,4159,4.80E+07,Free,6.1.2,4.0.3 and up,BUSINESS,Business,Everyone
Asana: organize team projects,4.3,1000000,0,1589,20815,1.00E+07,Free,6.4.4,5.0 and up,BUSINESS,Business,Everyone
Google Analytics,4.5,1000000,0,1752,78662,2.20E+07,Free,3.7.5,4.4 and up,BUSINESS,Business,Everyone
AdWords Express,4.1,1000000,0,1584,7149,1.10E+07,Free,2.6.158,4.0 and up,BUSINESS,Business,Everyone
Accounting App - Zoho Books,4.5,100000,0,1582,3079,8.5,Free,5.20.7,4.1 and up,BUSINESS,Business,Everyone
Invoice & Time Tracking - Zoho,4.6,100000,0,1582,5800,8.6,Free,5.20.7,4.1 and up,BUSINESS,Business,Everyone
Invoice 2go â€” Professional Invoices and Estimates,4.2,1000000,0,1583,16422,2.80E+07,Free,10.46.2,4.1 and up,BUSINESS,Business,Everyone
Tiny Scanner - PDF Scanner App,4.7,10000000,0,2011,286897,3.90E+07,Free,1.2.6,3.0 and up,BUSINESS,Business,Everyone
Fast Scanner : Free PDF Scan,4.5,10000000,0,1604,103755,1.40E+07,Free,3.9.2,4.1 and up,BUSINESS,Business,Everyone
Mobile Doc Scanner (MDScan) Lite,4.2,1000000,0,1582,46505,1.90E+07,Free,3.4.49,4.1 and up,BUSINESS,Business,Everyone
TurboScan: scan documents and receipts in PDF,4.7,100000,4.99,1712,11442,6.8,Paid,1.5.2,4.0 and up,BUSINESS,Business,Everyone
Tiny Scanner Pro: PDF Doc Scan,4.8,100000,4.99,2060,10295,3.90E+07,Paid,3.4.6,3.0 and up,BUSINESS,Business,Everyone
OfficeSuite : Free Office + PDF Editor,4.3,100000000,0,1582,1002859,3.50E+07,Free,9.7.14188,4.1 and up,BUSINESS,Business,Everyone
Verify - Receipts & Expenses,4.5,10000,0,1590,413,2.90E+07,Free,2.0.19,5.0 and up,BUSINESS,Business,Everyone
QuickBooks Accounting: Invoicing & Expenses,4.3,1000000,0,1602,23175,4.10E+07,Free,18.7,4.1 and up,BUSINESS,Business,Everyone
Manga Master - Best manga & comic reader,4.6,500000,0,1611,24005,4.9,Free,1.1.7.0,4.1 and up,COMICS,Comics,Adults only 18+
GANMA! - All original stories free of charge for all original comics,4.7,1000000,0,1592,57106,2.70E+07,Free,2.11.3,4.1 and up,COMICS,Comics,Teen
RÃ¶hrich Werner Soundboard,4.7,500000,0,1841,2249,3.20E+07,Free,1.08,4.0.3 and up,COMICS,Comics,Everyone
Unicorn Pokez - Color By Number,4.8,50000,0,1581,516,1.20E+07,Free,1.0.6,4.4 and up,COMICS,Comics;Creativity,Everyone
MangaToon - Comics updated Daily,3.9,50000,0,1583,834,1.50E+07,Free,1.0.8,4.1 and up,COMICS,Comics,Mature 17+
Manga Net â€“ Best Online Manga Reader,4.1,50000,0,1608,1010,1.10E+07,Free,1.5,4.1 and up,COMICS,Comics,Mature 17+
Manga Rock - Best Manga Reader,4.4,1000000,0,1606,238970,2.80E+07,Free,3.4.3_world,5.0 and up,COMICS,Comics,Teen
Manga - read Thai translation,4.6,10000,0,1612,302,2.2,Free,1,4.0 and up,COMICS,Comics,Teen
The Vietnam Story - Fun Stories,4.5,10000,0,1800,438,3.4,Free,1,2.3 and up,COMICS,Comics,Everyone
Dragon Ball Wallpaper - Ringtones,4.7,10000,0,1592,73,8.3,Free,1.9,4.0.3 and up,COMICS,Comics,Everyone
Funny Jokes Photos,4.4,10000,0,1612,39,4.3,Free,1.1,4.2 and up,COMICS,Comics,Everyone 10+
Truyá»‡n Vui TÃ½ Quáº­y,4.5,10000,0,1596,144,4.7,Free,3,4.0.3 and up,COMICS,Comics,Everyone
Comic Es - Shojo manga / love comics free of charge â™ª â™ª,3.9,100000,0,1732,2181,1.00E+07,Free,1.2.12,4.0.3 and up,COMICS,Comics,Teen
comico Popular Original Cartoon Updated Everyday Comico,3.2,5000000,0,1612,93965,1.50E+07,Free,6.3.0,4.0.3 and up,COMICS,Comics,Teen
Daily Manga - Comic & Webtoon,3.2,100000,0,1658,1446,7.1,Free,1,4.0.3 and up,COMICS,Comics,Mature 17+
"æ¼«å’– Comics - Manga,Novel and Stories",4.1,1000000,0,1609,12088,2.10E+07,Free,2.3.1,4.0.3 and up,COMICS,Comics,Mature 17+
Emmanuella Funny Videos 2018,4.5,100000,0,1653,314,6.1,Free,3.1.0,4.1 and up,COMICS,Comics,Everyone
Manga Zero - Japanese cartoon and comic reader,4.2,1000000,0,1596,15194,1.50E+07,Free,4.7.3,4.2 and up,COMICS,Comics,Teen
Marvel Unlimited,3.7,1000000,0,1591,22551,1.10E+07,Free,3.16.0,4.4 and up,COMICS,Comics,Teen
"Tapas â€“ Comics, Novels, and Stories",4.5,1000000,0,1584,29839,2.90E+07,Free,4.1.0,4.4 and up,COMICS,Comics,Teen
Children's cartoons (Mithu-Mina-Raju),4.6,100000,0,1809,279,3.3,Free,1.6,4.0 and up,COMICS,Comics,Everyone
Faustop Sounds,4.7,100000,0,1650,1677,4.00E+07,Free,1.7.7,4.1 and up,COMICS,Comics,Everyone
Manga Mania - Best online manga reader,4.4,10000,0,1652,757,1.00E+07,Free,1,4.1 and up,COMICS,Comics,Teen
#NAME?,3.5,10000,0,1602,115,9.1,Free,5.0.12,5.0 and up,COMICS,Comics,Mature 17+
Manga AZ - Manga Comic Reader,3.3,5000,0,1591,125,4.7,Free,1.0.4,4.0.3 and up,COMICS,Comics,Teen
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,4.5,500000,0,1584,9952,3.80E+07,Free,4.3.0,4.1 and up,COMICS,Comics,Everyone 10+
Funny Jokes and Stories 2018,4.2,5000,0,1706,21,6.7,Free,1.3,4.0 and up,COMICS,Comics,Everyone
Hojiboy Tojiboyev Life Hacks,5,1000,0,1619,15,3.70E+07,Free,2,4.0.3 and up,COMICS,Comics,Everyone
"Best Wallpapers Backgrounds(100,000+ 4K HD)",4.7,10000,0,1629,3596,7.8,Free,1.01,4.0.3 and up,COMICS,Comics,Teen
think Comics,4.4,50000,0,1581,1006,1.90E+07,Free,2.3.3,4.0.3 and up,COMICS,Comics,Everyone
Memes Button,4.4,1000000,0,1648,5968,5.7,Free,1.4,4.0 and up,COMICS,Comics,Everyone
"Laftel - Watching and Announcing Snooping, Streaming",4.6,100000,0,1582,4895,3.50E+07,Free,2.4.25,4.4 and up,COMICS,Comics,Everyone
Messenger for SMS,4.3,10000000,0,1639,125257,1.70E+07,Free,1.8.9,4.1 and up,COMMUNICATION,Communication,Teen
My Tele2,4.3,5000000,0,1581,158679,8.8,Free,2.4.1,4.4 and up,COMMUNICATION,Communication,Everyone
Yahoo Mail â€“ Stay Organized,4.3,100000000,0,1597,4187998,1.60E+07,Free,5.29.3,4.4 and up,COMMUNICATION,Communication,Everyone
imo beta free calls and text,4.3,100000000,0,1638,659395,1.10E+07,Free,9.8.000000010492,4.0 and up,COMMUNICATION,Communication,Everyone
imo free video calls and chat,4.3,500000000,0,1637,4785892,1.10E+07,Free,9.8.000000010501,4.0 and up,COMMUNICATION,Communication,Everyone
Call Free â€“ Free Call,4.3,5000000,0,1587,30209,1.50E+07,Free,1.3.4,4.1 and up,COMMUNICATION,Communication,Everyone
Web Browser & Explorer,4,5000000,0,1611,36901,6.6,Free,11.8.6,4.0.3 - 7.1.1,COMMUNICATION,Communication,Everyone
Browser 4G,4.3,10000000,0,1626,192948,6.6,Free,24.6.6,4.0.3 - 7.1.1,COMMUNICATION,Communication,Everyone
Cricket Visual Voicemail,3.9,10000000,0,1613,13698,5.1,Free,3.2.0.100171,4.1 and up,COMMUNICATION,Communication,Everyone
TracFone My Account,3.6,1000000,0,1604,20769,1.80E+07,Free,R6.0.3,4.1 and up,COMMUNICATION,Communication,Everyone
Firefox Focus: The privacy browser,4.4,1000000,0,1609,36880,4,Free,5.2,5.0 and up,COMMUNICATION,Communication,Everyone
TouchPal Keyboard - Fun Emoji & Android Keyboard,4.4,10000000,0,1582,615381,3.70E+07,Free,6.7.9.1,4.0.3 and up,COMMUNICATION,Communication,Mature 17+
Skype Lite - Free Video Call & Chat,4.2,5000000,0,1584,33053,2.20E+07,Free,1.60.0.31354-release,4.0.3 and up,COMMUNICATION,Communication,Everyone
UC Browser Mini -Tiny Fast Private & Secure,4.4,100000000,0,1597,3648120,3.3,Free,11.4.0,4.0 and up,COMMUNICATION,Communication,Teen
WhatsApp Business,4.4,10000000,0,1585,136662,3.20E+07,Free,2.18.116,4.0.3 and up,COMMUNICATION,Communication,Everyone
My magenta,3.9,1000000,0,1620,42370,3.70E+07,Free,7.5.1,5.0 and up,COMMUNICATION,Communication,Everyone
Antillean Gold Telegram (original version),4.4,100000,0,1599,2939,1.70E+07,Free,2.1,4.1 and up,COMMUNICATION,Communication,Everyone
Omlet Chat,3.9,10000000,0,2218,40751,3.50E+07,Free,2.2.7600,4.0.3 and up,COMMUNICATION,Communication,Teen
UC Browser - Fast Download Private & Secure,4.5,500000000,0,1582,17712922,4.00E+07,Free,12.8.5.1121,4.0 and up,COMMUNICATION,Communication,Teen
My Vodacom SA,3.7,5000000,0,1619,25021,6.10E+07,Free,9.9.0,4.3 and up,COMMUNICATION,Communication,Everyone
Microsoft Edge,4.3,5000000,0,1587,27187,6.60E+07,Free,42.0.0.2059,4.4 and up,COMMUNICATION,Communication,Everyone
imo free video calls and chat,4.3,500000000,0,1637,4785988,1.10E+07,Free,9.8.000000010501,4.0 and up,COMMUNICATION,Communication,Everyone
Hangouts Dialer - Call Phones,4,10000000,0,2647,122498,79000,Free,0.1.100944346,4.0.3 and up,COMMUNICATION,Communication,Everyone
"Talkatone: Free Texts, Calls & Phone Number",4.1,10000000,0,1597,132014,2.50E+07,Free,6.1,4.2 and up,COMMUNICATION,Communication,Everyone
Calls & Text by Mo+,4.2,5000000,0,1687,83239,1.40E+07,Free,3.0.4,4.0 and up,COMMUNICATION,Communication,Everyone
"GO SMS Pro - Messenger, Free Themes, Emoji",4.4,100000000,0,1583,2876500,2.40E+07,Free,7.73,4.0 and up,COMMUNICATION,Communication,Everyone
"Messaging+ SMS, MMS Free",4.1,1000000,0,1582,28238,1.70E+07,Free,4.98,2.3 and up,COMMUNICATION,Communication,Everyone
chomp SMS,4.3,10000000,0,1589,335646,8.3,Free,7.21,2.3 and up,COMMUNICATION,Communication,Everyone
Text SMS,4.5,10000000,0,1591,349384,8.2,Free,3.47,4.0.3 and up,COMMUNICATION,Communication,Everyone
mysms SMS Text Messaging Sync,4.3,1000000,0,1585,37320,8.4,Free,6.5.1,4.0.3 and up,COMMUNICATION,Communication,Everyone
Firefox Focus: The privacy browser,4.4,1000000,0,1609,36893,4,Free,5.2,5.0 and up,COMMUNICATION,Communication,Everyone
2ndLine - Second Phone Number,4.2,1000000,0,1581,15880,3.20E+07,Free,5.65.0,4.0 and up,COMMUNICATION,Communication,Everyone
"CM Browser - Ad Blocker , Fast Download , Privacy",4.6,50000000,0,1584,2264916,6.1,Free,5.22.18.0006,4.0 and up,COMMUNICATION,Communication,Everyone
Ninesky Browser,4.2,1000000,0,1922,42925,2.8,Free,6.1,2.3 and up,COMMUNICATION,Communication,Everyone
UC Browser Mini -Tiny Fast Private & Secure,4.4,100000000,0,1597,3648480,3.3,Free,11.4.0,4.0 and up,COMMUNICATION,Communication,Teen
UC Browser - Fast Download Private & Secure,4.5,500000000,0,1582,17714850,4.00E+07,Free,12.8.5.1121,4.0 and up,COMMUNICATION,Communication,Teen
Ghostery Privacy Browser,4.1,1000000,0,1717,13100,2.2,Free,1.4.1.0,4.0.3 and up,COMMUNICATION,Communication,Everyone
Web Browser for Android,4.1,1000000,0,1625,55098,4.3,Free,2.2,4.0 and up,COMMUNICATION,Communication,Everyone
DU Browserâ€”Browse fast & fun,4.3,10000000,0,2435,1133501,4.7,Free,6.4.0.4,4.0 and up,COMMUNICATION,Communication,Everyone
Lightning Web Browser,4.1,500000,0,1970,12578,2.3,Free,4.5.1,4.0 and up,COMMUNICATION,Communication,Everyone
Web Browser,4.2,500000,0,2859,10965,2.3,Free,2,3.0 and up,COMMUNICATION,Communication,Everyone
Contacts+,4.2,10000000,0,1584,190613,1.10E+07,Free,5.85.1,4.0.3 and up,COMMUNICATION,Communication,Everyone
ExDialer - Dialer & Contacts,4.2,10000000,0,2097,125232,2.7,Free,196,2.1 and up,COMMUNICATION,Communication,Everyone
Calls & Text by Mo+,4.2,5000000,0,1687,83239,1.40E+07,Free,3.0.4,4.0 and up,COMMUNICATION,Communication,Everyone
PHONE for Google Voice & GTalk,4.3,1000000,0,1688,72065,1.30E+07,Free,3.0.7,4.0 and up,COMMUNICATION,Communication,Everyone
Safest Call Blocker,4.4,1000000,0,1791,27540,3.7,Free,1.26.001,4.0 and up,COMMUNICATION,Communication,Everyone
Full Screen Caller ID,4.2,5000000,0,1661,104990,1.00E+07,Free,3.5.0,4.0.3 and up,COMMUNICATION,Communication,Everyone
Hiya - Caller ID & Block,4.4,10000000,0,1590,177703,1.30E+07,Free,8.1.2-6310,5.0 and up,COMMUNICATION,Communication,Mature 17+
Call Blocker,4.1,1000000,0,1589,17529,1.00E+07,Free,5.86,4.0.3 and up,COMMUNICATION,Communication,Everyone
Mr. Number-Block calls & spam,4.2,10000000,0,1602,177263,1.30E+07,Free,5.1.2-6310,5.0 and up,COMMUNICATION,Communication,Mature 17+
Should I Answer?,4.8,1000000,0,1589,237468,8.8,Free,2018.1.715,4.0 and up,COMMUNICATION,Communication,Everyone
RocketDial Dialer & Contacts,4.4,1000000,0,1823,32254,5.5,Free,3.9.7,2.1 and up,COMMUNICATION,Communication,Everyone
"CallApp: Caller ID, Blocker & Phone Call Recorder",4.4,10000000,0,1586,483565,2.00E+07,Free,1.286,4.1 and up,COMMUNICATION,Communication,Everyone
Whoscall - Caller ID & Block,4.4,10000000,0,1583,552441,2.90E+07,Free,6.19.1,4.1 and up,COMMUNICATION,Communication,Everyone
Call Control - Call Blocker,4.4,5000000,0,1610,93825,1.10E+07,Free,2.17.3,4.1 and up,COMMUNICATION,Communication,Everyone
Video Caller Id,4.2,1000000,0,1772,15287,1.70E+07,Free,2.2.245,4.0.3 and up,COMMUNICATION,Communication,Everyone
Sync.ME â€“ Caller ID & Block,4.5,5000000,0,1589,205739,1.70E+07,Free,4.5.4,4.1 and up,COMMUNICATION,Communication,Everyone
Caller ID +,4,1000000,0,2368,9498,118000,Free,5.28.0,2.3 and up,COMMUNICATION,Communication,Everyone
Yahoo Mail â€“ Stay Organized,4.3,100000000,0,1597,4188142,1.60E+07,Free,5.29.3,4.4 and up,COMMUNICATION,Communication,Everyone
K-9 Mail,4.2,5000000,0,1790,88427,5.1,Free,5.403,4.0.3 and up,COMMUNICATION,Communication,Everyone
Email TypeApp - Mail App,4.6,1000000,0,1583,183374,4.40E+07,Free,1.9.4.74,4.1 and up,COMMUNICATION,Communication,Everyone
All Email Providers,4.1,1000000,0,1703,20901,7.3,Free,5.0.9,4.1 and up,COMMUNICATION,Communication,Everyone
"Newton Mail - Email App for Gmail, Outlook, IMAP",4,1000000,0,1596,122595,3.00E+07,Free,9.8.376,5.0 and up,COMMUNICATION,Communication,Everyone
GO Notifier,4.2,10000000,0,3070,124346,695000,Free,2.8,2.0 and up,COMMUNICATION,Communication,Everyone
Mail1Click - Secure Mail,4.1,10000,0,2060,255,1.6,Free,2.3,2.2 and up,COMMUNICATION,Communication,Everyone
Daum Mail - Next Mail,4.3,5000000,0,1624,41420,1.90E+07,Free,3.2.0,4.0 and up,COMMUNICATION,Communication,Everyone
imo free video calls and chat,4.3,500000000,0,1637,4785988,1.10E+07,Free,9.8.000000010501,4.0 and up,COMMUNICATION,Communication,Everyone
Vonage MobileÂ® Call Video Text,4.1,1000000,0,2255,29208,2.30E+07,Free,2.9.8,2.3.3 and up,COMMUNICATION,Communication,Everyone
JusTalk - Free Video Calls and Fun Video Chat,4.6,5000000,0,1580,191032,2.60E+07,Free,7.2.29,4.0.3 and up,COMMUNICATION,Communication,Everyone
Calculator,2.6,1000,6.99,1863,57,6.2,Paid,1.1.6,4.0 and up,DATING,Dating,Everyone
AMBW Dating App: Asian Men Black Women Interracial,3.5,100,7.99,2140,2,1.70E+07,Paid,1.0.1,4.0 and up,DATING,Dating,Mature 17+
OkCupid Dating,4.1,10000000,0,1585,285726,1.50E+07,Free,11.10.1,4.1 and up,DATING,Dating,Mature 17+
"Hily: Dating, Chat, Match, Meet & Hook up",4.1,100000,0,1583,2556,5.60E+07,Free,2.5.2,4.1 and up,DATING,Dating,Mature 17+
Hinge: Dating & Relationships,4.2,500000,0,1581,7779,1.20E+07,Free,6.1.3,5.0 and up,DATING,Dating,Mature 17+
Casual Dating & Adult Singles - Joyride,4.5,5000000,0,1584,61637,1.10E+07,Free,4.17.2,4.1 and up,DATING,Dating,Mature 17+
BBW Dating & Plus Size Chat,4.4,1000000,0,1588,12632,2.90E+07,Free,3.5.0.1,4.1 and up,DATING,Dating,Mature 17+
CMB Free Dating App,4,1000000,0,1583,48845,4.00E+07,Free,4.19.0.2320,4.4 and up,DATING,Dating,Mature 17+
eharmony - Online Dating App,3.1,5000000,0,1585,31320,5.30E+07,Free,6.6.5,4.1 and up,DATING,Dating,Mature 17+
Free Dating App & Flirt Chat - Match with Singles,4.4,5000000,0,1580,172460,3.1,Free,1.639,4.0 and up,DATING,Dating,Mature 17+
"Chispa, the Dating App for Latino, Latina Singles",4.2,100000,0,1590,4195,2.40E+07,Free,1.6.1,4.4 and up,DATING,Dating,Mature 17+
Clover Dating App,4.1,500000,0,1591,11633,2.30E+07,Free,2.5.1,4.1 and up,DATING,Dating,Mature 17+
Black People Meet Singles Date,3.9,1000000,0,1590,10212,5,Free,1.9.7,4.4 and up,DATING,Dating,Mature 17+
Mingle2 - Free Online Dating & Singles Chat Rooms,4.3,1000000,0,1581,37053,4.40E+07,Free,4.4B,4.1 and up,DATING,Dating,Mature 17+
Free Dating App & Flirt Chat - Cheers,4.4,10000,0,1581,667,2.70E+07,Free,1.308.us,4.1 and up,DATING,Dating,Mature 17+
stranger chat - anonymous chat,3.5,1000000,0,1608,13202,6.1,Free,2.4.1,4.1 and up,DATING,Dating,Mature 17+
Free Dating Hook Up Messenger,3.3,100000,0,2134,1157,2.10E+07,Free,5.0.1,4.2 and up,DATING,Dating,Mature 17+
Find Real Love â€” YouLove Premium Dating,4.5,10000000,0,1584,212626,1.10E+07,Free,4.17.2,4.1 and up,DATING,Dating,Mature 17+
Once - Quality Matches Every day,4.4,1000000,0,1598,222888,2.10E+07,Free,2.45,4.1 and up,DATING,Dating,Mature 17+
BLK - Swipe. Match. Chat.,4.1,100000,0,1590,2067,2.40E+07,Free,1.6.1,4.4 and up,DATING,Dating,Mature 17+
Cougar Dating Life : Date Older Women Sugar Mummy,3.9,500000,0,1612,1643,3.10E+07,Free,4.5.5,4.1 and up,DATING,Dating,Mature 17+
Howlr,3.9,5000,0,1626,105,2.70E+07,Free,1.0.4,4.4 and up,DATING,Dating,Mature 17+
Stranger Chat & Date,3.6,500000,0,1639,3414,6.2,Free,1.2.1,4.1 and up,DATING,Dating,Mature 17+
RandoChat - Chat roulette,3.6,1000000,0,1619,11806,1.20E+07,Free,4.0.18,4.0.3 and up,DATING,Dating,Mature 17+
BeWild Free Dating & Chat App,3.4,100000,0,2127,1999,8,Free,1.6.5,4.2 and up,DATING,Dating,Mature 17+
"FastMeet: Chat, Dating, Love",4.2,1000000,0,1588,22544,5.9,Free,1.31.4,4.0.3 and up,DATING,Dating,Mature 17+
"Free Dating App - YoCutie - Flirt, Chat & Meet",4.1,1000000,0,1605,97684,7.9,Free,1.23,4.0.3 and up,DATING,Dating,Mature 17+
OurTime Dating for Singles 50+,3.4,100000,0,1590,2519,5,Free,1.9.7,4.4 and up,DATING,Dating,Mature 17+
FarmersOnly Dating,3,100000,0,2471,1146,1.4,Free,2.2,4.0 and up,DATING,Dating,Mature 17+
Dating for 50 plus Mature Singles â€“ FINALLY,4.6,500000,0,1584,13046,1.30E+07,Free,4.17.2,4.1 and up,DATING,Dating,Mature 17+
Sudy â€“ Meet Elite & Rich Single,4.1,500000,0,1620,17268,4.00E+07,Free,4.1.2,4.0.3 and up,DATING,Dating,Mature 17+
Christian Dating For Free App,3.9,500000,0,1625,8722,1.30E+07,Free,15.8,4.1 and up,DATING,Dating,Mature 17+
Just She - Top Lesbian Dating,1.9,100000,0,1597,953,1.90E+07,Free,6.3.7,5.0 and up,DATING,Dating,Mature 17+
Single Parent Meet #1 Dating,3.5,500000,0,1590,2593,5,Free,1.9.7,4.4 and up,DATING,Dating,Mature 17+
EliteSingles â€“ Dating for Single Professionals,2.5,500000,0,1584,5377,1.90E+07,Free,4.8.5,4.0.3 and up,DATING,Dating,Mature 17+
Millionaire Match: Rich Singles Dating App,3.9,100000,0,1585,852,2.70E+07,Free,6.4.6,4.1 and up,DATING,Dating,Mature 17+
InterracialCupid - Interracial Dating App,3.4,50000,0,1632,212,3,Free,2.3.0.1781,5.0 and up,DATING,Dating,Mature 17+
Sugar Mommas Dating And Single Search,3.5,1000000,0,1664,1972,1.30E+07,Free,4.3,4.1 and up,DATING,Dating,Mature 17+
"Hide App, Private Dating, Safe Chat - PrivacyHider",4.4,1000000,0,1655,35206,7.2,Free,2.9.6,4.0 and up,DATING,Dating,Everyone
"muzmatch: Muslim & Arab Singles, Marriage & Dating",3.8,100000,0,1591,5164,2.50E+07,Free,3.8.75a,4.0.3 and up,DATING,Dating,Mature 17+
Sugar Daddy Dating App,2.5,100000,0,1823,277,5.7,Free,3.0.0,4.1 and up,DATING,Dating,Mature 17+
Adult Dirty Emojis,2.8,10000,0,1851,80,5.5,Free,1,4.0.3 and up,DATING,Dating,Teen
"Meet4U - Chat, Love, Singles!",4.2,1000000,0,1588,40035,6.5,Free,1.31.3,4.0.3 and up,DATING,Dating,Mature 17+
SnpCupid Dating,3.5,100000,0,2133,1093,5.8,Free,1.6.6,4.2 and up,DATING,Dating,Mature 17+
Adult Dating - AdultFinder,3.3,500000,0,2129,1601,3.8,Free,1.5,4.1 and up,DATING,Dating,Mature 17+
Gay Sugar Daddy Dating & Hookup â€“ Sudy Gay,4.1,100000,0,1625,2212,4.10E+07,Free,2.0.5,4.0.3 and up,DATING,Dating,Mature 17+
"Meet24 - Love, Chat, Singles",4.2,1000000,0,1588,57081,7.9,Free,1.31.3,4.0.3 and up,DATING,Dating,Mature 17+
BBWCupid - BBW Dating App,3.5,50000,0,1644,241,2.8,Free,2.2.0.1748,5.0 and up,DATING,Dating,Mature 17+
ChatVideo Meet new people,4.2,5000000,0,1645,63986,2.00E+07,Free,3.0.15,4.0 and up,DATING,Dating,Mature 17+
"TryDate - Free Online Dating App, Chat Meet Adults",4.4,500000,0,1677,7888,1.50E+07,Free,2.4.0,4.1 and up,DATING,Dating,Mature 17+
Black White Interracial Dating - Interracial Match,4.1,100000,0,1708,535,2.80E+07,Free,2.0.0,4.1 and up,DATING,Dating,Mature 17+
"USA Singles Meet, Match and Date Free - Date",4.2,100000,0,1581,5084,9.6,Free,1.55,4.1 and up,DATING,Dating,Mature 17+
FlirtChat - â™¥Free Dating/Flirting Appâ™¥,4.3,500000,0,1589,2430,1.30E+07,Free,12.0.4,4.1 and up,DATING,Dating,Mature 17+
OkCupid Dating,4.1,10000000,0,1585,285726,1.50E+07,Free,11.10.1,4.1 and up,DATING,Dating,Mature 17+
CMB Free Dating App,4,1000000,0,1583,48845,4.00E+07,Free,4.19.0.2320,4.4 and up,DATING,Dating,Mature 17+
"Hily: Dating, Chat, Match, Meet & Hook up",4.1,100000,0,1583,2556,5.60E+07,Free,2.5.2,4.1 and up,DATING,Dating,Mature 17+
Hinge: Dating & Relationships,4.2,500000,0,1581,7779,1.20E+07,Free,6.1.3,5.0 and up,DATING,Dating,Mature 17+
The League,3,100000,0,1599,837,9.4,Free,1.15.0,4.4 and up,DATING,Dating,Mature 17+
BBW Dating & Plus Size Chat,4.4,1000000,0,1588,12632,2.90E+07,Free,3.5.0.1,4.1 and up,DATING,Dating,Mature 17+
Casual Dating & Adult Singles - Joyride,4.5,5000000,0,1584,61637,1.10E+07,Free,4.17.2,4.1 and up,DATING,Dating,Mature 17+
EliteSingles â€“ Dating for Single Professionals,2.5,500000,0,1584,5377,1.90E+07,Free,4.8.5,4.0.3 and up,DATING,Dating,Mature 17+
Clover Dating App,4.1,500000,0,1591,11633,2.30E+07,Free,2.5.1,4.1 and up,DATING,Dating,Mature 17+
"Herpes Dating: 1,000K+ Singles",4,10000,0,1583,738,2.70E+07,Free,6.4.1,4.1 and up,DATING,Dating,Mature 17+
Just She - Top Lesbian Dating,1.9,100000,0,1597,953,1.90E+07,Free,6.3.7,5.0 and up,DATING,Dating,Mature 17+
